Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
Universal Containers wants to automatically assign a specific permission set to new users.Which two actions should be completed in order to meet this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Create a workflow rule on the User object to assign a permission set.,0,Create a Process on the User object to launch a flow.,1,Create an Approval process on the User object to assign a permission set.,0,Create a Flow on the User object to assign a permission set.,1,,0,,0
The VP of Account Management at Universal Containers has requested that all Contacts' mailing postal codes match the associated account's shipping postal code.How can this be enforced using validation rules?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule using a Not Equal operator.,1,Create a validation rule using a Compare operator.,0,Create a validation rule using the DISTANCE() function.,0,Create a validation rule using the GEOLOCATION() function.,0,,0,,0
Which two behaviors may occur if workflow rules are reevaluated after a field change by a field update? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Workflow rules trigger more workflow rules to be re-evaluated.,1,A recursive loop potentially results in exceeding governor limits.,1,Workflow rules trigger validation rules on field updates.,0,Cross-object workflow rules result in re-evaluation after field change.,0,,0,,0
Which two are true statements about record types? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,They can be used to control user role hierarchy.,0,They allow different page layouts and mandatory fields.,0,They can be enabled by profile and permission set.,1,They allow different picklist values for all picklist fields.,1,,0,,0
Sales representatives want to capture custom Feedback record details related to each Account. The sales reps want to accomplish this with minimal clicks on theSalesforce Mobile Application.Which two solutions should be recommended in order to meet this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Create a global action on Account.,0,Create an object-specific action on Account.,1,Create a feedback object as a parent of Account.,0,Create predefined values for most of the fields.,1,,0,,0
The app builder at Universal Containers has been asked to ensure that the Country field on the Account object is captured as the two-letter abbreviation.How can the app builder satisfy this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule to set values using an external data source.,0,Create a workflow rule that only allows the expected format.,0,Create a validation rule that only allows the expected format.,1,Create a workflow rule to set values using an external data source.,0,,0,,0
An app builder has been requested to extend record access beyond the organization-wide defaults configured.Which two features satisfy this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Using Sharing Rules.,1,Using Manual Sharing Rules.,0,Using Dynamic Role Hierarchy.,0,Using Public Groups.,1,,0,,0
Universal Containers sales reps can modify fields on an Opportunity until it is closed. Only the Sales Operations team can modify the Post-Close Follow-up Date and Post-Close Follow-up Comments fields.How can these requirements be met?,Multiple Choice,No,Yes,No,Yes,2,1,1,"Use multiple record types, page layouts, and profiles.",0,Use field-level security on page layouts to restrict editing fields.,1,Use record types with field sets and restrict editing fields using field-level security.,0,Use field-level security to mark fields as read-only on the Sales profile.,0,,0,,0
Universal Containers has purchased a Lightning Component on the AppExchange.In which two areas can these Components be utilized? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Standalone Lightning App,1,Flow Builder,0,Process Builder,0,Salesforce Mobile App,1,,0,,0
"Universal Containers uses a custom object to track Projects. When the status of a Project is changed from ""In Progress"" to ""On Hold"", the business wants theProject owner to be automatically assigned to an ""On Hold"" queue.What capability can be used to accomplish this?",Multiple Choice,No,Yes,No,Yes,2,1,1,Quick Action,0,Workflow Rule,1,Assignment Rule,0,Escalation Rule,0,,0,,0
A custom field contains a feedback score which is on a scale of one to five. End users would like a visual indicator of one to five stars based on the number found in the feedback score custom field.How can this visual indicator be displayed?,Multiple Choice,No,Yes,No,Yes,2,1,1,Use a custom number field.,0,Use a custom image field.,0,Use a custom formula field.,1,Use a custom text field.,0,,0,,0
"Universal Containers is importing 10,000 contact records in Salesforce. They want to avoid duplicate records from being created during the import.How can this requirement be met?",Multiple Choice,No,Yes,No,Yes,2,1,1,"When importing the file, select the ""Prevent Duplicates"" option on the last step of the Data Loader.",0,Include in a column in the import file that corresponds to a field in Salesforce that requires unique values.,0,"After importing all the contacts, run a duplicate check report, export the report to a CSV file, and run a mass delete to purge any duplicates.",1,"After importing all of the contact records, review all records created and manually merge or delete any duplicate records.",0,,0,,0
A new custom object is begin created with a private sharing setting. The business wants to share individual records with specific people or groups of people on a case-by-case basis.Which three options does the business user have to manually share individual records? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Profiles,0,Users,1,Permission Sets,0,Roles,1,Public Groups,1,,0
"When configuring a record type, an app builder can configure the available value of a picklist field for the page layout.Which two Opportunity standard fields are available to be configured directly in the Opportunity record type? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Lead Source,1,Forecast category,0,Stage,0,Type,1,,0,,0
Which two are key considerations when using Unmanaged packages? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,The person who created the Unmanaged package can change or upgrade installed components.,0,A namespace is required to create an Unmanaged package.,0,A namespace is not required to create an Unmanaged package.,1,The person who created the Unmanaged package has no control over the installed components.,1,,0,,0
"In Salesforce Classic, which three use cases can be accomplished using a custom link? (Choose three.)",Multiple Choice,No,Yes,No,Yes,2,3,3,Navigate to a create a record page with fields pre-populated.,1,Navigate to an Apex Trigger to update the current record.,0,Navigate to a process to update the current record.,0,Navigate to a custom Visual Flow to update the current record.,1,Navigate to an external system using data in Salesforce.,1,,0
